YEAR,WK,DT,MN,MWSP,..MAX,..MIN,.VP1,.VP2,RH1,RH2,D1,D2,.SSH
2019,1,1,1,3.5,31.2,19.2,16.3,14.5,84,46,32,32,6.7
2019,1,2,1,3.6,30.6,17.2,16.2,11.6,98,35,32,2,5
2019,1,3,1,2.9,31,14.6,13.3,13.1,96,38,2,34,9.3
2019,1,4,1,2.6,32.2,14.8,13.2,13.4,92,39,27,16,9
2019,1,5,1,3.6,31.8,15.4,13.3,14.7,88,44,36,34,8.8
2019,1,6,1,3,32.2,15.4,14.4,11.4,94,32,2,34,8.7
2019,1,7,1,3,32,15.8,14.1,14.2,96,39,29,2,7.9
2019,2,8,1,3.2,32.8,19.2,18,12.5,90,33,2,7,8.7
2019,2,9,1,3.3,33.2,16,14,10.2,94,27,29,34,9.1
2019,2,10,1,3.4,33.4,14.6,13,12.3,92,34,32,29,9
2019,2,11,1,5,33.4,17.4,14.2,89,39,3.8,11,9.3,0
2019,2,12,1,32,32.6,18.2,14.6,91,40,3.5,32,8.6,0
2019,2,13,1,2,32.6,17.2,14.3,89,40,3.3,2,8.8,0
2019,2,14,1,2,32.4,21.2,14.6,83,40,3.8,2,4.4,0
2019,3,15,1,5,32.8,19.2,11.2,89,31,3.5,5,7.9,0
2019,3,16,1,2,33.6,17.4,12.5,83,33,3.4,34,8.2,0
2019,3,17,1,29,33.2,16.2,12.3,88,34,4.1,29,7,0
2019,3,18,1,2,32.4,18,13.2,89,39,3.8,11,8.3,0
2019,3,19,1,34,32,15.2,14.2,90,39,3.2,14,5.5,0
2019,3,20,1,2,32.2,15.8,11.1,85,33,2.8,5,8.8,0
2019,3,21,1,29,31.8,15.8,11.8,81,37,2.7,34,4.5,0
2019,4,22,1,2.2,31,15.2,12.4,12.2,86,34,2,32,2.3
2019,4,23,1,2,33,18.4,12.1,95,32,3.3,7,9,0
2019,4,24,1,2,33.8,17.8,13.9,96,35,4,5,9.2,0
2019,4,25,1,4.2,34.2,22.4,18.6,15,82,39,99,5,8.9
2019,4,26,1,4.2,34.8,20.6,18.4,16.6,92,43,5,5,7.6
2019,4,27,1,5,34.2,23.2,16.2,85,42,4.2,2,7.1,0
2019,4,28,1,4.6,33.4,21,18.4,17.7,92,46,5,2,7.8
2019,5,29,1,4.7,33.4,22.4,18.4,16.8,82,49,2,7,6.9
2019,5,30,1,36,32.8,20.2,14.4,86,38,3.9,7,4.3,0
2019,5,31,1,34,33.8,20.6,13.1,86,36,5.4,34,8.8,0
2019,5,1,2,34,33.2,20.2,14.5,81,38,5.1,7,8.3,0
2019,5,2,2,34,33.2,20.2,14.6,86,39,4.5,34,7.3,0
2019,5,3,2,2,32.8,22.2,14.2,78,39,4.5,11,8.4,0
2019,5,4,2,2,34.6,22.2,17.9,79,48,4.4,7,8.9,0
2019,6,5,2,2,33.6,24.4,18.9,81,58,5.4,5,3,0
2019,6,6,2,2,30.6,22.8,16.7,90,43,3,16,0,0
2019,6,7,2,2,34.4,21.6,16.1,85,39,4.4,2,6.5,0
2019,6,8,2,2,34.8,21.4,17.1,82,42,3.9,11,8.5,0
2019,6,9,2,32,35.2,23.2,21,77,71,3.9,5,7.5,0
2019,6,10,2,32,34.4,23.4,22.9,94,84,3,2,3,0.6
2019,6,11,2,2,34.4,22.2,15.6,100,39,4,2,3.5,0
2019,7,12,2,2,34.8,21.8,16.5,87,41,5.6,7,8.5,0
2019,7,13,2,5,34.8,20.2,14.8,88,37,6.6,2,9.1,0
2019,7,14,2,2,34,19.8,17.4,89,44,5.1,5,9.1,0
2019,7,15,2,5,35.2,24.2,17.7,81,43,5.4,2,9.4,0
2019,7,16,2,7,36,22.8,16.8,84,40,5.6,11,9.5,0
2019,7,17,2,2,35.6,22.2,16.5,91,40,4.7,14,9.8,0
2019,7,18,2,5,38.2,21.2,18.7,88,43,5,11,9.6,0
2019,8,19,2,5.3,36.8,24,23.1,19.2,94,46,2,11,8.6
2019,8,20,2,5.9,36.6,23,21.9,14.3,92,33,2,11,8.6
2019,8,21,2,2,36,20.6,13.7,88,31,6.1,11,9.1,0
2019,8,22,2,2,36,20,15.3,81,38,6.1,11,9.7,0
2019,8,23,2,5,35.8,18.8,13.6,77,32,5.5,2,9.8,0
2019,8,24,2,32,36.2,16.2,13.3,82,30,4.7,5,9.7,0
2019,8,25,2,5,37.6,18.4,14.6,89,34,5,11,10.4,0
2019,9,26,2,2,36.6,21.4,15.3,85,33,4.4,5,10,0
2019,9,27,2,2,37.2,22,16,98,34,5.1,29,8.9,0
2019,9,28,2,5.1,38.2,22.8,18.3,17,78,36,2,7,9
2019,9,1,3,5,37.8,22.6,17.8,84,40,4.8,7,7.7,0
2019,9,2,3,2,36.8,23.4,15.3,87,34,6.5,2,9.2,0
2019,9,3,3,32,36.8,21.2,16.3,84,37,5.6,34,7.8,0
2019,9,4,3,7,37,23.4,18.3,77,43,4.8,14,9.3,0
2019,10,5,3,7,37,22,15.7,84,34,4.9,23,4.8,0
2019,10,6,3,34,38.6,23.4,16.5,92,32,4.7,11,9.3,0
2019,10,7,3,7,39,24.2,18,85,34,5,7,7.8,0
2019,10,8,3,29,39.8,23,17.4,84,36,6.2,14,8.9,0
2019,10,9,3,2,38.8,22.8,17.1,86,35,5.7,11,8.6,0
2019,10,10,3,34,37.8,22.8,16.9,83,35,6.1,14,6.6,0
2019,10,11,3,5,37.8,23.4,13.2,79,29,4.8,11,8.6,0
2019,11,12,3,2,37.4,21.4,11.7,79,26,5,11,9.3,0
2019,11,13,3,7,37,19.4,14.9,76,33,5,11,9.1,0
2019,11,14,3,34,37,20.6,15.9,83,36,5.3,7,9,0
2019,11,15,3,2,38.2,18.6,13.9,66,31,4.3,16,9.4,0
2019,11,16,3,5,37.2,22.6,15.2,80,33,5.8,2,8.8,0
2019,11,17,3,5,36.6,23.2,13.4,83,30,5.3,32,7.6,0
2019,11,18,3,32,37,22.8,15.3,81,34,5.2,32,9.1,0
2019,12,19,3,32,37.4,24.2,16.3,80,34,5.2,11,7.4,0
2019,12,20,3,32,37.6,25.2,15.6,73,33,5.2,32,9.1,0
2019,12,21,3,2,37.4,23.4,14.5,79,32,4.9,11,8.6,0
2019,12,22,3,2,38,25.4,15,72,30,5.4,7,8.8,0
2019,12,23,3,2,38,23.6,14.8,73,32,5,7,8.9,0
2019,12,24,3,2,38.8,21.8,14,78,32,5.3,7,9.1,0
2019,12,25,3,7,39,22.2,15.3,83,30,5.7,7,9.2,0
2019,13,26,3,5.9,38.8,19.8,16.1,16.9,73,34,2,2,9.1
2019,13,27,3,4.9,38.2,20.8,18,14.8,74,30,2,11,9.1
2019,13,28,3,4.8,38,20.8,16.6,16.2,79,33,2,11,9
2019,13,29,3,4.9,39,20.2,14.2,15.5,69,29,32,16,9.2
2019,13,30,3,5.1,39.2,21.2,16.1,14.6,73,28,5,20,9.5
2019,13,31,3,5.6,39.4,21.8,14.5,17.5,57,33,5,16,9.4
2019,13,1,4,4.9,40,21.8,15.2,17.9,67,34,2,11,9.2
2019,14,2,4,5.5,39.8,22.2,21,20.1,84,40,7,11,9.2
2019,14,3,4,3.6,39,23,22.4,21.6,85,47,7,11,8.7
2019,14,4,4,8.4,37.2,22.6,21.1,20.8,79,44,29,11,8.8
2019,14,5,4,5.4,37.2,24.2,18.8,19.8,69,38,11,2,9.2
2019,14,6,4,5.5,39.6,23.2,19.8,18.6,78,37,7,2,9.4
2019,14,7,4,4.8,39.4,22.6,19,17.5,74,33,2,7,9.7
2019,14,8,4,5.7,39.8,23.2,22.9,23.3,84,49,2,20,9.4
2019,15,9,4,5.9,38.2,24.4,21,20.2,77,39,2,11,8.6
2019,15,10,4,5.8,39.4,24.4,22.2,18.7,82,38,29,11,8.3
2019,15,11,4,5.8,38.8,23.8,21.9,18,82,34,2,11,9
2019,15,12,4,5.2,39.2,23.2,21.3,20.1,84,37,29,7,9.4
2019,15,13,4,5,40.2,23.4,21.5,21.1,77,39,2,7,9.4
2019,15,14,4,5.9,40.8,24.4,21.6,18.9,75,39,5,11,9.3
2019,15,15,4,6,38.6,22.8,19.7,22,74,46,34,2,7.8
2019,16,16,4,5.4,39.4,23.8,20.7,25.2,77,47,5,20,11
2019,16,17,4,5.3,39.8,26.2,24,22.7,76,41,5,16,9.2
2019,16,18,4,3.9,40,23.4,19.3,24.1,70,48,5,7,3.1
2019,16,19,4,6.5,41.4,26.2,23.7,22.9,80,46,14,11,10.2
2019,16,20,4,32,40.6,27.8,26.4,59,83,6.2,2,8.4,0
2019,16,21,4,2.9,37.2,22.7,24.5,21,94,48,2,2,5
2019,16,22,4,3.1,36.2,27.6,22.7,21.1,78,42,11,11,4.4
2019,17,23,4,3.8,38.4,26.4,23.3,23.9,89,51,2,32,9.9
2019,17,24,4,5.4,37.2,24.6,22.5,20,93,44,2,7,5.6
2019,17,25,4,3.1,37,26.2,23.9,21.2,82,43,7,11,7.8
2019,17,26,4,4.2,38,25.8,24.1,22.3,81,41,7,11,8.3
2019,17,27,4,4.9,40.6,27.4,24.1,21,81,44,5,11,10.3
2019,17,28,4,4.6,39.8,26.2,25.2,23.3,87,45,7,32,7.3
2019,17,29,4,4.3,39.4,29.2,26.7,25.2,83,47,2,29,8.8
2019,18,30,4,4.4,39.6,26.2,22.1,25.9,74,49,2,29,5.9
2019,18,1,5,7.8,39.2,28.8,22.7,25.2,72,53,25,25,2.5
2019,18,2,5,8.9,37.6,28.8,22.5,26.2,70,49,25,16,1.2
2019,18,3,5,9.3,40,27.8,20.6,24.9,67,47,20,20,8.2
2019,18,4,5,7.8,40.8,28.2,18.8,23.6,60,43,25,16,7.2
2019,18,5,5,4.7,40.6,27.4,17,24.2,58,51,29,20,8.5
2019,18,6,5,4.1,40.2,26.8,21.9,26.4,72,48,5,5,6.2
2019,19,7,5,5.7,39.8,27.2,22.1,25.8,74,53,34,16,7.3
2019,19,8,5,7.7,39.4,27,20,21.5,66,43,20,20,9.1
2019,19,9,5,6.5,39.2,27,20.1,24.4,68,46,20,11,6.8
2019,19,10,5,3.6,39.8,26.2,22.6,24.8,81,46,32,16,7.4
2019,19,11,5,4.2,39.8,26.4,22.6,26.6,81,54,2,2,7.2
2019,19,12,5,4,40.4,26.2,22.2,25.9,75,47,34,5,8.3
2019,19,13,5,5.3,39.8,27,21.6,25.9,72,47,2,25,8.3
2019,20,14,5,5,40.8,25.8,20.5,18.1,77,35,5,11,8.3
2019,20,15,5,27,39.6,27.8,20.4,72,37,6.3,29,9.8,0
2019,20,16,5,11,40.2,26.2,21.2,76,43,3.9,7,9,4.2
2019,20,17,5,2.2,40.2,25.4,24.5,19.2,79,35,2,16,7.6
2019,20,18,5,4.2,40.2,24.8,21.4,19.8,73,38,7,7,7.6
2019,20,19,5,5,39.2,26.6,19.2,82,35,5.1,7,9.6,0
2019,20,20,5,23,40.2,25.4,19.4,82,36,4.1,11,9.5,0
2019,21,21,5,5.4,40.2,25.4,24.7,18.4,92,34,5,32,10.4
2019,21,22,5,4.9,40.2,26.4,24.5,20.5,82,39,5,7,10.4
2019,21,23,5,7,39.8,27.4,22.5,85,44,5.4,11,9.6,0
2019,21,24,5,32,39.4,27.2,20.3,70,43,5.4,14,6.8,0
2019,21,25,5,2,40.2,26.6,24.4,73,46,5.2,11,1.3,0
2019,21,26,5,7,39.2,27.4,20.8,86,42,4.3,14,7.4,0
2019,21,27,5,7,40,27.6,23.2,75,41,6,16,9.8,0
2019,22,28,5,2,40.6,28.4,22,78,39,5,2,10.4,0
2019,22,29,5,11,40.4,28.6,20.6,61,35,4.9,32,9.1,0
2019,22,30,5,7,41.2,24.6,21.4,92,41,4.5,20,7.7,3.8
2019,22,31,5,25,39.6,27.6,19,76,37,4.3,29,9.6,0
2019,22,1,6,2,39.2,26.6,21.7,77,39,7.4,32,6.4,0
2019,22,2,6,11,40,27.8,21.4,74,41,7.5,32,9.8,0
2019,22,3,6,25,39,28.6,19.4,66,36,10,25,4.7,0
2019,23,4,6,25,39.8,28.2,19.2,59,35,8.3,25,6.1,0
2019,23,5,6,7,40.6,25.6,24.3,71,47,5.7,25,8.9,0.4
2019,23,6,6,7,38.6,25.2,20.2,74,39,5.8,7,8.7,0
2019,23,7,6,25,39,28.8,19.6,66,37,6.7,29,8.8,0
2019,23,8,6,25,40,27,20.1,60,38,9.9,7,10.3,0
2019,23,9,6,16,39.4,27.4,20.9,63,43,10.9,20,11.6,0
2019,23,10,6,20,39,25.2,19.7,90,56,7.6,20,8.3,11.2
2019,24,11,6,20,31.8,26,19.8,71,47,10.2,29,0.2,0
2019,24,12,6,25,35.4,27.8,17.8,64,45,15,20,10.2,0
2019,24,13,6,25,37.6,27.8,18.6,62,37,13.6,27,8.6,0
2019,24,14,6,25,39,27.8,19.5,67,40,10.8,25,10.8,0
2019,24,15,6,25,39.2,28,18.9,64,38,10.3,23,11,0
2019,24,16,6,23,39.2,28.2,19.3,62,37,10.1,11,11.4,0
2019,24,17,6,23,39.8,27.6,18.4,61,35,8.3,25,10.5,0
2019,25,18,6,25,40,28.2,16.6,57,35,12.4,25,9.5,0
2019,25,19,6,23,41,27.6,16.3,65,29,12.4,34,8.1,0
2019,25,20,6,25,40.4,28.2,18.3,60,36,11.7,20,10.1,0
2019,25,21,6,23,39.6,27.4,18.7,59,40,11.1,20,9,0
2019,25,22,6,25,37.8,27.4,17.4,62,38,11.1,23,5,0
2019,25,23,6,25,37.6,27.2,21.1,69,42,9.1,20,1.2,0
2019,25,24,6,25,38.6,27.8,19.7,70,37,11.2,20,5.5,0
2019,26,25,6,27,39.8,27,20.2,70,39,10.2,23,10.8,0
2019,26,26,6,25,39.6,28.2,22,81,46,12.3,20,9,0
2019,26,27,6,25,38.6,26.8,20.2,87,39,11.8,34,6.6,0
2019,26,28,6,20,40.4,26.2,15.4,69,29,11.5,20,6.1,0
2019,26,29,6,20,39.6,26.8,15,58,27,12,20,10,0
2019,26,30,6,20,40.6,27.2,13.9,66,28,12.4,25,10.8,0
2019,26,1,7,27,38,26.6,21.2,67,43,8.8,23,2.9,0
2019,27,2,7,20,39.2,28,17.1,66,35,11.7,20,4,0
2019,27,3,7,20,38.6,27.8,17.4,71,35,13.3,25,10.2,0
2019,27,4,7,25,39,27.4,21.1,69,50,11.4,25,9.7,0
2019,27,5,7,16,37.6,28.2,20.7,66,43,11.8,27,8.7,0
2019,27,6,7,20,38.4,28.4,24.4,72,46,14.4,25,9.2,0
2019,27,7,7,25,39.2,27.8,21,67,44,11.7,20,1.5,0
2019,27,8,7,23,37.4,27.4,20,72,38,10.4,27,6.6,0
2019,28,9,7,25,40.2,27.4,22,73,53,11.9,27,10.9,0
2019,28,10,7,20,38.2,25.8,19.1,71,42,6.4,25,5.9,0
2019,28,11,7,27,38,27.2,15.1,63,33,5,23,6.5,0
2019,28,12,7,27,38.4,25.8,16,77,31,4.4,14,2.7,0
2019,28,13,7,11,39,27.6,17.8,57,42,5.2,11,9,0
2019,28,14,7,25,37.4,24.8,18.1,76,41,4.2,25,5.6,0
2019,28,15,7,20,38,23.8,18,81,40,3.5,20,7,0.6
2019,29,16,7,25,36.2,24.8,16.8,68,34,6.5,29,4.5,0.6
2019,29,17,7,25,39.2,25.8,17.8,60,42,5.8,25,11,0
2019,29,18,7,25,37.2,26.2,17.7,63,43,6.4,25,6.6,0
2019,29,19,7,25,37,26.2,16.4,68,39,12.6,25,5.6,0
2019,29,20,7,25,37.4,25.8,16.5,67,37,11.7,25,3.8,0
2019,29,21,7,25,37.8,26.2,17.6,68,41,9.6,25,2.3,0
2019,29,22,7,25,38.6,26.4,15,62,35,9.1,25,4.7,0
2019,30,23,7,25,36.2,25.8,16.4,51,36,9,25,0.1,0
2019,30,24,7,25,37.4,27,19.4,61,44,10.4,7,5,0
2019,30,25,7,23,38.6,25.2,19.6,75,42,5.7,25,5.3,17.2
2019,30,26,7,25,37.6,26.4,17.4,68,39,7.8,25,7,0
2019,30,27,7,7,37.2,24.2,16.3,74,33,6,25,3.1,0
2019,30,28,7,25,38,25.4,14.4,62,29,7,25,4,0
2019,30,29,7,25,38.4,24.8,16.8,69,33,11.6,29,8.2,0
2019,31,30,7,25,39.2,25.6,15,63,29,10.3,29,7.8,0
2019,31,31,7,25,39.4,26.2,14.6,64,28,10.3,25,10.9,0
2019,31,1,8,25,39.8,26.8,13.8,63,25,9.4,29,10.8,0
2019,31,2,8,29,40.8,26.8,16.5,62,34,12.7,29,10.1,0
2019,31,3,8,29,39.8,27.2,17.4,65,39,14.2,29,9.1,0
2019,31,4,8,25,37.2,26.6,18.1,70,41,12.3,25,8.7,0
2019,31,5,8,25,36.8,28.2,19.2,65,43,15,25,3.3,0
2019,32,6,8,29,36.8,27.6,18.2,68,47,17,25,2.4,0
2019,32,7,8,25,35.6,24.8,19,76,46,14.6,25,2.8,0
2019,32,8,8,29,35.6,26.6,20.9,74,70,17.1,25,5.1,0
2019,32,9,8,25,29.4,24.2,17.9,87,52,12.4,25,0,2
2019,32,10,8,25,33.2,23.6,18.6,79,48,13.4,29,1.5,3.6
2019,32,11,8,29,34.4,25.2,19.1,44,39,11.9,29,1.1,0
2019,32,12,8,29,38.6,25.4,24.6,68,49,12.5,25,8.7,0
2019,33,13,8,25,40.2,26.5,26.4,65,55,11.7,25,7.9,0
2019,33,14,8,25,37.8,25.8,25.2,66,51,13,25,5.2,0
2019,33,15,8,29,38.2,26.8,24.2,63,51,9.6,25,7,0
2019,33,16,8,25,38,27.4,22.1,63,78,8.8,11,7.9,0
2019,33,17,8,18,34,24.4,21.6,92,69,4.6,25,2.8,11.6
2019,33,18,8,7,33.6,22.2,18.9,97,48,3,3.1,21.6,5.6
2019,33,19,8,9,34.4,23.8,19,92,45,3.1,11,4.9,0
2019,34,20,8,9,35.8,23.8,18.7,87,43,3.4,11,5.9,5.2
2019,34,21,8,29,36.2,25,18,77,42,3.9,29,8.1,10.6
2019,34,22,8,25,35.8,25.8,18.6,73,49,8.2,25,6.9,0
2019,34,23,8,25,35,25.8,27.4,67,63,9.4,25,2.3,0
2019,34,24,8,25,36,25.8,18.1,67,41,9.2,25,3.8,0
2019,34,25,8,25,37.6,26.2,19.2,66,48,9.5,25,7.4,0
2019,34,26,8,25,35.4,26.2,22,65,53,11.8,25,3.3,0
2019,35,27,8,25,35.8,25.6,22.8,64,54,15.1,25,3.2,0
2019,35,28,8,25,36.4,26.4,25.3,69,52,10.3,29,1.7,0
2019,35,29,8,25,38,26.4,27,72,55,9.4,25,9.2,0
2019,35,30,8,25,39,26,26.9,74,54,9.6,25,9.3,0
2019,35,31,8,25,39.8,26.8,27.8,81,61,11,25,10,0
